cityName,Content,Gender,nackName,Score,Time,userLevel,tagList
湘潭,案件不咋地，主线发展得还有些看点，那张折纸由秦风在第一部摆过一次，有很多可以拓展的空间,null,AEd695301085,4.5,2021-02-18 17:46,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
宜宾,挺好的！！！,1,今安.,5,2021-02-18 17:46,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
三亚,看的有点小尴尬。广告越看越出戏,null,占,4,2021-02-18 17:46,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
宜昌,不好看不推荐,null,CIo230164620,2,2021-02-18 17:46,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
台山,还可以。zz,null,神之手066,3.5,2021-02-18 17:46,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
濮阳,感觉还是挺好看的,null,dQw216620851,5,2021-02-18 17:46,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
北京,非常好的观影体验,null,金刚,5,2021-02-18 17:45,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
顺德,剧情很好👍 👍 👍 ,1,梦ズ尘羲,5,2021-02-18 17:45,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
随州,剧情有点俗了,null,PQN987016862,3,2021-02-18 17:45,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
郑州,不及前两部好看,null,cbJ349609108,4,2021-02-18 17:45,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
南宁,看得想睡觉 ,1,theunknownboy,3,2021-02-18 17:45,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
长春,很喜欢 没有失望那些水军真的够了 就你们厉害会看 ,null,秋香zx,5,2021-02-18 17:45,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
泰州,蛮好看的 剧情设置和那个张子枫出来的那个也很好看,null,tfc818406235,4.5,2021-02-18 17:45,0,null
鹰潭,还行吧，没有2那么精彩，总觉得缺点什么，可能是太想看到和Q的对决吧,2,顾锦朝,4,2021-02-18 17:45,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
娄底,还可以，没有前两部搞笑，后面的温情部分不想看了,2,地毛姐姐,5,2021-02-18 17:45,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
成都,像玩了一场剧本杀,null,啊撸天,5,2021-02-18 17:45,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
娄底,还可以，没有前两部搞笑，后面的温情部分不想看了,2,地毛姐姐,5,2021-02-18 17:45,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
成都,像玩了一场剧本杀,null,啊撸天,5,2021-02-18 17:45,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
灌南,一般般吧。。。。,1,听你说余生m,2.5,2021-02-18 17:45,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
贵阳,还是一如既往的搞笑,null,Wiv329079575,5,2021-02-18 17:44,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
西安,剧情不像1和2好看，一看就知道谁是杀手，结果后边还来个苦情戏，而且过于告诉谁是Q而这个案子没啥看的,2,此生挚爱zgg,3,2021-02-18 17:44,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
海口,"还可以吧
hai x",null,LlT321399178,4,2021-02-18 17:44,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
洛宁,真的垃圾这部电影。,null,TZZZML,0.5,2021-02-18 17:44,0,null
东营,真的不好看。,2,，,1,2021-02-18 17:44,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
潍坊,电梯那段最搞笑,2,Yukihuiyy,5,2021-02-18 17:44,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
广州,笑点基本都在前面部分，整部剧百分七十都是日语的，还有剧情有一小部分血腥，总体来说还是不错的。,2,小女人Jammy（志将科技吴小姐）,4,2021-02-18 17:44,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
仙桃,画面很好，剧情也还行,2,F.,5,2021-02-18 17:44,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
柳州,烂长，最后那里真的太长太烂了,null,Boyboynext,3.5,2021-02-18 17:44,2,null
沈阳,广告插入有点多。而且那个什么网剧里的什么和平精英五灵童啊。💢💢他们几个出来的时候完全感觉特失望特跳戏。💢💢真的。我觉得没必要。还行吧。本来就从去年盼到今年的。有点失望了。,2,tTX922531279,2.5,2021-02-18 17:44,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
寿县,真心不错，最后一点童年把我看哭了，背景音乐真是很到位,2,浩泽👱淇淇👸妈咪💖💕,5,2021-02-18 17:44,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
济南,太懒了，个垃圾,1,佘竹,0.5,2021-02-18 17:43,0,null
湛江,刚开始就觉得无厘头，看下去觉得蛮好笑，故事情节也可以，但是看到后面吴浩然被抓之后觉得跟前面情节关键有点扯，还是觉得1/2好看,2,我是吃货，我嘚瑟,3.5,2021-02-18 17:43,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
宁海,还可以吧 但是等了一年 有一些细节没交代清楚 就点点小失望 但是！还是很满意的！,2,每天一定八杯水,4.5,2021-02-18 17:43,3,null
仪征,好看！非常喜欢～,2,椿湫,5,2021-02-18 17:43,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
三明,好看很震撼。,null,秋天小函,5,2021-02-18 17:43,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
柳州,剧情老套，言语比较low,1,卖粥的阿峯,2.5,2021-02-18 17:42,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
深圳,多了一堆网剧的人物，看的不知所云。我看过一和二，看这个还是看不太懂,null,MYF,3.5,2021-02-18 17:42,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
保山,还行，有点搞笑,1,gjk1990,4.5,2021-02-18 17:42,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
朝阳,特别搞笑，很喜欢,null,什么味道！0707,5,2021-02-18 17:42,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
太原,感觉不错，一如既往，期待唐探系列后续，4-5-6-7-8-9,1,WYF19890926,5,2021-02-18 17:42,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
贵阳,晚推了一年，剧情太一般，二部最经典。新年快乐！,1,毛里球球斯,2.5,2021-02-18 17:42,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
厦门,"真牛逼，期待了一年的史诗级大片，果然不期所望。电影环节层层推进，在看电影前还一直怕我智商不够看不懂而一直站在8号厅门口想退票，但是，当我坐在椅子上想要走却发现一张票五十几块钱而放弃退票的时候，我只能恭敬不如从命的闭上眼睛看起电影。这部电影从始至终我虽然啥都看不懂，但是，我也是努力的在鼓掌吸引上下左右的叔叔阿姨哥哥姐姐弟弟妹妹们的注意，让他们一个个的巴掌打到我的脑子上，想让我安静一会的激动而又亢奋的愉悦心情，让我对这部片子又了更好的印象。
这部片，国产巨作，有钱你就来，没钱等着CCTV免费白嫖给你看，反正我是看完了，吃一堑长一智，下次一定多叫几个人来鼓掌拍脑子",2,灵中梦见月,5,2021-02-18 17:42,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
东海,还行，电梯那段最好看。,2,白了个皮,5,2021-02-18 17:42,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
长沙,还可以...不过第1 2部好看点...,2,n45k88n6,3.5,2021-02-18 17:42,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
重庆,非常的好看，期待唐探4！,null,rxj329653343,5,2021-02-18 17:42,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
重庆,超级好看呀。,null,渝渝没睡醒,5,2021-02-18 17:42,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
兰州,针不错。季节,null,YxP733379687,5,2021-02-18 17:42,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
岳阳,有一说一，真难看。再也不跟风了，这么简单的案子，后面日本人还强行煽情拖时间，无聊看的想睡。,null,BigBabol,3,2021-02-18 17:42,3,"{'fixed': [{'id': 4, 'name': '购票'}]}"
邛崃,没有1.2好看，推理还差点意思，谈不上烂片，也不是特别的好看,1,四季景园-一站式家庭园艺,5,2021-02-18 17:42,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
重庆,不怎么好看。剧情太俗,1,王中王,1,2021-02-18 17:42,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
潢川县,电影很不错，但插入的和平精英广告恶心到我了，本来想打五星的，电影真的不错,1,-,4,2021-02-18 17:42,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
新乡,春节档电影，开心为主！,null,uFY556916010,5,2021-02-18 17:41,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
韶关,还好吧，第三部推理型没前两部那么好，贺岁电影。但总体来说还是很不错的,1,Nistalgia,4,2021-02-18 17:41,2,null
郑州,很好看，必须推荐,1,uuyuzhou,5,2021-02-18 17:41,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
新密,剧情生硬没意思,null,Zkb919349204,2.5,2021-02-18 17:41,3,"{'fixed': [{'id': 4, 'name': '购票'}]}"
开平,没有唐探2好看，但还行，永远爱唐探，期待唐探4,2,WENZ邓蚊子,5,2021-02-18 17:41,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
新密,剧情生硬没意思,null,Zkb919349204,2.5,2021-02-18 17:41,3,"{'fixed': [{'id': 4, 'name': '购票'}]}"
开平,没有唐探2好看，但还行，永远爱唐探，期待唐探4,2,WENZ邓蚊子,5,2021-02-18 17:41,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
邢台,没有别人说的烂片尾，我觉得很精彩。,null,Xod681324965,5,2021-02-18 17:41,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
深圳,一般般，看完觉得很一般，不过过年嘛大家乐一乐。后来看《刺杀小说》才知道什么叫烂片。过后觉得真的还好啦，至少有很多笑点，中间有感人的地方，还有帅哥看。,2,带着天真去流浪,3,2021-02-18 17:41,0,null
重庆,太失望了，宣传那么多，又那么久，满怀期待，结果，屁得不行，好多环节太牵强，好多情节莫名其妙，你是破案还是假装搞笑哇，并且，好多情节跟1和2一样一样的没心意，都别看了，看了就后悔～,null,海培英语Apple,0.5,2021-02-18 17:41,3,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
吴江,前面挺好的后面有点尴尬啦,1,执笔为龙少,4.5,2021-02-18 17:40,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
长春,还不错...,null,Vso238422101,5,2021-02-18 17:40,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
迁安,特搞笑！很不错！,null,Xsy511759523,5,2021-02-18 17:40,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
连云港,还是最爱唐3⊙ω⊙,2,屋顶上的小蜗牛,5,2021-02-18 17:40,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
玉田县,感觉挺好看的,null,CSz850387518,5,2021-02-18 17:40,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
新余,挺好看的，不知道那些恶评哪来？虽然凶手还没有出来，也没有说是谁？但是也可能是，为了第四部做铺垫，反正挺好的，推荐去看,2,迷茫,4,2021-02-18 17:40,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
徐州,"还行啊，感觉没网上说的那么差
",null,cksm,5,2021-02-18 17:40,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
仙居,爽!特别好看!,null,煜树临风412,5,2021-02-18 17:40,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
包头,不错，值得推荐,null,"A゛你若""不离""不弃""",5,2021-02-18 17:40,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
黔南,很好 前面半小时剧情很好看 后面睡着了忘了,null,Ackerly,5,2021-02-18 17:39,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
青岛,挺好的，孩子们爱看，笑的嘎嘎的,2,璇儿,5,2021-02-18 17:39,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
深圳,一般般 灾难级的春节档,1,赫～284,3,2021-02-18 17:39,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
六安,应该还会有第四部,1,吃哎呦吃,5,2021-02-18 17:39,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
桂林,剧情拉胯，广告乱入。不过演员阵容不错，还是值得看的。我不能只让我一个人觉得，我要让更多人觉得,1,爱吃甜甜圈的猫,4,2021-02-18 17:39,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
本溪,真的挺好看的,2,Baby_媛,5,2021-02-18 17:39,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
桂林,剧情拉胯，广告乱入。不过演员阵容不错，还是值得看的。我不能只让我一个人觉得，我要让更多人觉得,1,爱吃甜甜圈的猫,4,2021-02-18 17:39,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
本溪,真的挺好看的,2,Baby_媛,5,2021-02-18 17:39,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
达州,很有意境，有想表达的意思,2,我想一眼，就到老,5,2021-02-18 17:39,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
无锡,好看的时候回来啊？,null,兜里没糖呐,5,2021-02-18 17:39,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
舞钢,除了广告植入 我觉得比你好李焕英好看的多！！,2,yuehuiya,4.5,2021-02-18 17:39,1,null
公安,还行，但是相比于前两部还差点,null,人间落影,3.5,2021-02-18 17:39,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
合肥,好呀，很清晰,2,哎,5,2021-02-18 17:39,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
沈阳,一般，有点虎头蛇尾,null,sung不丧,4.5,2021-02-18 17:39,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
西双版纳,环境不错，电影不错,null,LLP986836899,4.5,2021-02-18 17:39,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
大竹,很一般吧期待太高了,2,一只点外卖的猫,3,2021-02-18 17:39,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
金湖,电影总体还不错，可以看出导演想要展示出唐探的世界，其实本来应该是很大的惊喜。但是，推理部分属实不太行。作为串联电影主线的案件太没有悬念了，剧情略微零碎，感觉导演顾此失彼了，光想着构建出复杂的体系，反而对更重要的探案不太重视。希望还是能保持以前的水准。思诺的出现比较惊喜，还有村田昭那部分的景比较震撼。多给一分友情分。,null,瑾扇缘,4.5,2021-02-18 17:39,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
泰安,没有想象中那么好！,null,PgU753749589,3.5,2021-02-18 17:39,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
菏泽,挺好的👌😀,null,jHt949333346,4.5,2021-02-18 17:39,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
天津,"当你凝望深渊时深渊也在凝望你
关于唐人街探案的一切都看了包括网剧 说实话和之前的电影有一些差别，这次结尾有些言情，后面BGM有点多，而且如果没有看网剧关于结尾Q的故事会有很多疑惑 ，但是依旧是一部好片子，希望结尾能有些改进，快到结尾时我已经猜到凶手和被告人的关系了。缺少一些反转，让我直接就知道了有点无感，望改进
好评好评好评",null,星辰.,4.5,2021-02-18 17:39,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
宜都,很好非常好看,null,NvU760820125,5,2021-02-18 17:39,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
承德,除了结尾有点平淡，别的地方都很好,1,＂诠释丶,5,2021-02-18 17:38,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
北碚,整个电影，我断续续的睡着了4次，旁边还有另外一个人在打呼噜，不好看,null,sOq989160419,2.5,2021-02-18 17:38,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
眉山,没前两部好看,null,WkL672635309,4.5,2021-02-18 17:38,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
临沭,广告太让人出戏了。,null,oliver7643,4,2021-02-18 17:38,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
临沂,故弄玄虚 装疯卖傻 太傻了这个电影 服死我了,null,阿静,0.5,2021-02-18 17:38,1,null
西安,我觉得不错。,null,什么pai,4.5,2021-02-18 17:38,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
赤峰,不错，期待一下唐4👏,null,魏熙辰Y,5,2021-02-18 17:38,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
厦门,剧情严谨，有笑点，有思想，有哲理，是个好电影，个人认为9分以上。大家最好自己去感受，不要被网上人云亦云的评论影响。,null,Lvx969991762,5,2021-02-18 17:37,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
三河,本想体验一把岳云鹏的一日生活，但时间限制了我的想象，贫穷限制了我的想象，电影院座无虚席限制了我的想象，计划是李焕英，后改为唐探三，别问，没票，但真心nice，太精彩了，哇塞，如果你想在春节期间图个热闹、欢乐，唐探3绝对是一个好的选择。不要去管什么豆瓣评分，也不要去考虑它是否hold得住这么多元素，也不要吹毛求疵，目前唐探3票房已过30亿，恭喜恭喜[庆祝]所以去看就是了。[强][强][强],2,蔡蔡8203,5,2021-02-18 17:37,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
泸州,还是可以继续追,2,leaf叶子,4,2021-02-18 17:37,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
西安,唐探3从剧情方面来说，给人的转折是比较出乎意料的，而且还揭示了前两部影片留下的谜底，不过影片最吸引人注意的是，影片中的插曲，代入的非常有感觉，让人仿佛身临其境，期待了一年的影片，不管从画面，声音等方面，都是值得一看的，感谢第一观影团的福利，影片很棒！,1,鹿十九,5,2021-02-18 17:37,2,null
北京,案件太简单，凶手，作案手法都和小学生似的，故事老套，故意搞笑，但真的不好笑,2,🦄Kiki.Z,2,2021-02-18 17:37,0,null
凉山,有点空洞经不起推敲,1,MTOC,2,2021-02-18 17:37,0,null
开平,真的非常非常好看 绝了,2,🦢,5,2021-02-18 17:37,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
南京,王宝强的好看,null,laH503271688,4.5,2021-02-18 17:37,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
广州,还不错，挺好看的,null,yEE916411569,5,2021-02-18 17:37,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
洛阳,好看！！！！,null,YaH632194998,5,2021-02-18 17:37,0,null
乌鲁木齐,没有期待中好看,null,whnasd,5,2021-02-18 17:37,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
张家港,好看，词穷！,null,yeluofengyin,5,2021-02-18 17:37,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
锦州,好看，后面差点儿,null,hulimao0817,5,2021-02-18 17:37,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
武汉,广告植入太多了！！！然后逻辑让我看的很不舒服，最后主要的案件没怎么推就完了，而且解释的太牵强，搞了个父女情节，太多逻辑让我吐槽了。,1,SmA975279458,2.5,2021-02-18 17:37,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
西安,还可以吧电影,null,鹿哑鹿鹿,5,2021-02-18 17:37,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
珠海,真的很一般，作为喜剧或推理剧都太一般了，连我儿子看个开头也猜到结尾,2,oOm231034166,2.5,2021-02-18 17:37,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
湖州,画面质感出色，剧情拖沓，强行为矛盾存在而制造矛盾，如果时间压缩到一个小时左右应该会是一部佳作,1,？,2.5,2021-02-18 17:36,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
福州,没有悬疑片应该有的水平,null,imn328717969,3.5,2021-02-18 17:36,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
南宁,好很好非常好,null,HEIMEIHG,5,2021-02-18 17:36,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
温州,太难看了 不点意思也没有 ,null,明亮1919,0.5,2021-02-18 17:36,1,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
奉节,还可以，搞笑伤感，最后一段眼泪打圈。,1,兔斯基2845,5,2021-02-18 17:36,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
宜昌,期望值很高，所以失望也很大,null,Etu17,4,2021-02-18 17:36,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
宜兴,挺好看的啊！,1,渴望平庸,5,2021-02-18 17:36,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
梅州,一般般剧情推理太简单不够搞笑,1,,3,2021-02-18 17:36,3,null
汕头,太差了 简直是乱成一锅粥 套钱的电影,1,直樹,2,2021-02-18 17:36,3,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
兰州,一般吧，没有期望的那么好。,1,郑凯1994,3.5,2021-02-18 17:36,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
连云港,是人是鬼都拍电影,1,猪佩奇爷爷,0.5,2021-02-18 17:36,2,null
苏州,很好。。。。,null,花花大魔王HCY,5,2021-02-18 17:36,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
顺德,一般般...,null,Mkh322032279,3,2021-02-18 17:36,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
重庆,太好看了吧。,null,rzK352870350,5,2021-02-18 17:36,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
上饶,感觉有点坑，故意放在春节档，可以预购的时候票是36一张,2,WSNBB,0.5,2021-02-18 17:35,3,null
青岛,好看真的不错,null,W星逸,5,2021-02-18 17:35,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
资阳,！^_^很好,null,19990309TTT,5,2021-02-18 17:35,2,null
绍兴,挺好看的，有一点惊喜和意料之外。我的期待没有失望。,null,awkwardcc,5,2021-02-18 17:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
拉萨,非要这几句才能发布啊,null,stJ553556587,4,2021-02-18 17:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
惠安,剧情不错，笑点挺足的，野田昊没穿水手服感觉有点可惜啊hhhhhhh，Q的身份挺出乎意料的。总体来说都不错，就是后面打架那里马伯骞他们几个出场个人感觉没什么必要😂（这个可能是赞助商要求的吧🤔）有时间会去二刷的👏👏👏,2,魚仔,5,2021-02-18 17:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
文昌,超级喜欢，很好看,null,小符不吃了,5,2021-02-18 17:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
北京,好看！比第二季少了一些惊悚的画面，但是剧情很好，看之前建议看一下第一二季的重要片段(个人观点)。,2,WIK.TF🍀,4.5,2021-02-18 17:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
文昌,超级喜欢，很好看,null,小符不吃了,5,2021-02-18 17:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
北京,好看！比第二季少了一些惊悚的画面，但是剧情很好，看之前建议看一下第一二季的重要片段(个人观点)。,2,WIK.TF🍀,4.5,2021-02-18 17:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
济南,剧情紧凑，画面精美，不失为一部完美的商业广告喜剧悬疑片,1,玖筱お,5,2021-02-18 17:35,3,null
桂林,Q：刘德华，肖央，田中直已，张钧甯。,1,VZQ395246208,5,2021-02-18 17:35,1,null
运城,可能是预期太高了，最后片尾有点拉扯,null,喂，黎闵,3.5,2021-02-18 17:35,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
承德,特别好看，就是一遍有点没看懂，应该多看几遍,2,vJh500160279,5,2021-02-18 17:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
东莞,。。。好看。,null,utE905136185,5,2021-02-18 17:35,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
淄博,还不错，期待,2,煜佳,5,2021-02-18 17:34,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
任丘,"堵车前半个小时没看 不过挺搞笑的
",1,卋罖,5,2021-02-18 17:34,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
泸州,浪费钱我只能说,1,zey,1,2021-02-18 17:34,3,null
常州,三浦友和也太帅了,null,未妨清秋,4.5,2021-02-18 17:34,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
